su_id,UniqueID1,ParentUniqueID1,UniqueID1_recruiter
11111233,3000517,3000517,3000517
11111233,3000518,3000517,
11111233,3000519,3000517,
11111233,3000520,3000517,
11111233,3000521,3000517,
11111233,3000522,3000517,
11111233,3000523,3000517,
11111237,3000524,3000524,3000524
11111237,3000525,3000524,
11111237,3000526,3000524,
11111237,3000527,3000524,
11111237,3000528,3000524,
11111237,3000529,3000524,
11111237,3000530,3000524,
11111237,3000531,3000524,
11111237,3000532,3000524,
11111245,3000533,3000533,3000533
11111245,3000534,3000533,
11111245,3000535,3000533,
11111245,3000536,3000533,
11111245,3000537,3000533,
11111245,3000538,3000533,
11111245,3000539,3000533,
11111245,3000540,3000533,
11111245,3000541,3000533,
11111256,3000542,3000542,3000542
11111256,3000543,3000542,
11111256,3000544,3000542,
11111256,3000545,3000542,
11111256,3000546,3000542,
11111256,3000547,3000542,
11111256,3000548,3000542,
11111259,3000549,3000054,
11111259,3000550,3000054,
11111259,3000551,3000054,
11111259,3000552,3000054,
11111259,3000553,3000054,
11111263,3000554,3000554,3000554
11111263,3000555,3000554,
11111263,3000556,3000554,
11111263,3000557,3000554,
11111263,3000558,3000554,
11111263,3000559,3000554,
11111263,3000560,3000554,
11111263,3000561,3000554,
11111301,3000562,3000562,3000562
11111301,3000563,3000562,
11111301,3000564,3000562,
11111301,3000565,3000562,
11111301,3000566,3000562,
11111301,3000567,3000562,
11111301,3000568,3000562,
11111301,3000569,3000562,
11111302,3000570,3000570,3000570
11111302,3000571,3000570,
11111302,3000572,3000570,
11111302,3000573,3000570,
11111303,3000574,3000058,
11111303,3000575,3000058,
11111304,3000576,3000576,3000576
11111304,3000577,3000576,
11111304,3000578,3000576,
11111304,3000579,3000576,
11111304,3000580,3000576,
11111304,3000581,3000576,
11111305,3000582,3000582,3000582
11111305,3000583,3000582,
11111305,3000584,3000582,
11111305,3000585,3000582,
11111305,3000586,3000582,
11111305,3000587,3000582,
11111305,3000588,3000582,
11111306,3000589,3000589,3000589
11111306,3000590,3000589,
11111306,3000591,3000589,
11111306,3000592,3000589,
11111306,3000593,3000589,
11111306,3000594,3000589,
11111306,3000595,3000589,
11111307,3000596,3000065,
11111308,3000597,3000597,3000597
11111308,3000598,3000597,
11111308,3000599,3000597,
11111309,3000600,3000600,3000600
11111309,3000601,3000600,
11111309,3000602,3000600,
11111309,3000603,3000600,
11111309,3000604,3000600,
11111309,3000605,3000600,
11111309,3000606,3000600,
11111309,3000607,3000600,
11111310,3000608,3000608,3000608
11111310,3000609,3000608,
11111310,3000610,3000608,
11111311,3000611,3000073,
11111312,3000612,3000612,3000612
11111312,3000613,3000612,
11111312,3000614,3000612,
11111312,3000615,3000612,
11111312,3000616,3000612,
11111313,3000617,3000617,3000617
11111313,3000618,3000617,
11111313,3000619,3000617,
11111314,3000620,3000075,
11111314,3000621,3000075,
11111314,3000622,3000075,
11111314,3000623,3000075,
11111314,3000624,3000075,
11111315,3000625,3000625,3000625
11111315,3000626,3000625,
11111315,3000627,3000625,
11111315,3000628,3000625,
11111315,3000629,3000625,
11111315,3000630,3000625,
11111316,3000631,3000076,
11111316,3000632,3000076,
11111317,3000633,3000078,
11111317,3000634,3000078,
11111317,3000635,3000078,
11111317,3000636,3000078,
11111317,3000637,3000078,
11111317,3000638,3000078,
11111317,3000639,3000078,
11111317,3000640,3000078,
11111317,3000641,3000078,
11111318,3000642,3000642,3000642
11111318,3000643,3000642,
11111318,3000644,3000642,
11111318,3000645,3000642,
11111318,3000646,3000642,
11111318,3000647,3000642,
11111318,3000648,3000642,
11111318,3000649,3000642,
11111319,3000650,3000080,
11111319,3000651,3000080,
11111320,3000652,3000081,
11111320,3000653,3000081,
11111321,3000654,3000654,3000654
11111321,3000655,3000654,
11111321,3000656,3000654,
11111321,3000657,3000654,
11111321,3000658,3000654,
11111321,3000659,3000654,
11111321,3000660,3000654,
22222029,3000661,3000661,3000672
22222029,3000662,3000661,
22222029,3000663,3000661,
22222034,3000664,3000083,
22222034,3000665,3000083,
22222034,3000666,3000083,
22222034,3000667,3000083,
22222034,3000668,3000083,
22222034,3000669,3000083,
22222034,3000670,3000083,
22222034,3000671,3000083,
22222035,3000672,3000672,3002411
22222035,3000673,3000672,
22222035,3000674,3000672,
22222035,3000675,3000672,
22222035,3000676,3000672,
22222035,3000677,3000672,
22222036,3000678,3000678,3002411
22222036,3000679,3000678,
22222036,3000680,3000678,
22222036,3000681,3000678,
22222036,3000682,3000678,
22222036,3000683,3000678,
22222046,3000684,3000684,3002443
22222046,3000685,3000684,
22222046,3000686,3000684,
22222047,3000687,3000687,3002443
22222047,3000688,3000687,
22222047,3000689,3000687,
22222047,3000690,3000687,
22222047,3000691,3000687,
22222047,3000692,3000687,
22222048,3000693,3000693,3002443
22222048,3000694,3000693,
22222048,3000695,3000693,
22222048,3000696,3000693,
22222048,3000697,3000693,
22222048,3000698,3000693,
22222048,3000699,3000693,
22222049,3000700,3000086,
22222049,3000701,3000086,
22222049,3000702,3000086,
22222049,3000703,3000086,
22222049,3000704,3000086,
22222049,3000705,3000086,
22222049,3000706,3000086,
22222049,3000707,3000086,
22222050,3000708,3000087,
22222050,3000709,3000087,
22222050,3000710,3000087,
22222050,3000711,3000087,
22222050,3000712,3000087,
22222050,3000713,3000087,
22222050,3000714,3000087,
22222050,3000715,3000087,
22222065,3000716,3000716,3002343
22222065,3000717,3000716,
22222065,3000718,3000716,
22222065,3000719,3000716,
22222113,3000720,3000720,3000089
22222113,3000721,3000720,
22222113,3000722,3000720,
22222113,3000723,3000720,
22222113,3000724,3000720,
22222113,3000725,3000720,
22222114,3000726,3000726,3000089
22222114,3000727,3000726,
22222114,3000728,3000726,
22222114,3000729,3000726,
22222114,3000730,3000726,
22222115,3000731,3000731,3000089
22222115,3000732,3000731,
22222115,3000733,3000731,
22222115,3000734,3000731,
22222115,3000735,3000731,
22222117,3000736,3000736,3000089
22222117,3000737,3000736,
22222117,3000738,3000736,
22222119,3000739,3000739,3002650
22222119,3000740,3000739,
22222119,3000741,3000739,
22222119,3000742,3000739,
22222119,3000743,3000739,
22222119,3000744,3000739,
22222119,3000745,3000739,
22222119,3000746,3000739,
22222119,3000747,3000739,
22222119,3000748,3000739,
22222120,3000749,3000749,3002650
22222120,3000750,3000749,
22222120,3000751,3000749,
22222120,3000752,3000749,
22222120,3000753,3000749,
22222120,3000754,3000749,
22222123,3000755,3000755,3002650
22222123,3000756,3000755,
22222123,3000757,3000755,
22222123,3000758,3000755,
22222124,3000759,3000092,
22222124,3000760,3000092,
22222124,3000761,3000092,
22222124,3000762,3000092,
22222126,3000763,3000763,3000094
22222126,3000764,3000763,
22222126,3000765,3000763,
22222126,3000766,3000763,
22222126,3000767,3000763,
22222127,3000768,3000768,3000094
22222127,3000769,3000768,
22222127,3000770,3000768,
22222127,3000771,3000768,
22222127,3000772,3000768,
22222127,3000773,3000768,
22222127,3000774,3000768,
22222127,3000775,3000768,
22222128,3000776,3000776,3000094
22222128,3000777,3000776,
22222128,3000778,3000776,
22222128,3000779,3000776,
22222128,3000780,3000776,
22222128,3000781,3000776,
22222128,3000782,3000776,
22222128,3000783,3000776,
22222128,3000784,3000776,
22222132,3000785,3000785,3000095
22222132,3000786,3000785,
22222132,3000787,3000785,
22222132,3000788,3000785,
22222132,3000789,3000785,
22222132,3000790,3000785,
22222132,3000791,3000785,
22222132,3000792,3000785,
22222149,3000793,3000793,3000096
22222149,3000794,3000793,
22222161,3000795,3000795,3002380
22222161,3000796,3000795,
22222161,3000797,3000795,
22222161,3000798,3000795,
22222184,3000799,3000799,3000073
22222184,3000800,3000799,
22222184,3000801,3000799,
22222185,3000802,3000097,
22222185,3000803,3000097,
22222185,3000804,3000097,
22222185,3000805,3000097,
22222196,3000806,3000806,3000093
22222196,3000807,3000806,
22222196,3000808,3000806,
22222196,3000809,3000806,
22222197,3000810,3000099,
22222197,3000811,3000099,
22222197,3000812,3000099,
22222197,3000813,3000099,
22222198,3000814,3000100,
22222198,3000815,3000100,
22222198,3000816,3000100,
22222199,3000817,3000817,3000093
22222199,3000818,3000817,
22222199,3000819,3000817,
22222199,3000820,3000817,
22222199,3000821,3000817,
22222199,3000822,3000817,
22222199,3000823,3000817,
22222199,3000824,3000817,
22222199,3000825,3000817,
22222199,3000826,3000817,
22222199,3000827,3000817,
22222202,3000828,3000828,3000612
22222202,3000829,3000828,
22222202,3000830,3000828,
22222203,3000831,3000831,3000612
22222203,3000832,3000831,
22222203,3000833,3000831,
22222203,3000834,3000831,
22222203,3000835,3000831,
22222203,3000836,3000831,
22222203,3000837,3000831,
22222204,3000838,3000102,
22222209,3000839,3000839,3000105
22222209,3000840,3000839,
22222210,3000841,3000841,3000105
22222210,3000842,3000841,
22222222,3000843,3000843,3000281
22222222,3000844,3000843,
22222222,3000845,3000843,
22222222,3000846,3000843,
22222222,3000847,3000843,
22222222,3000848,3000843,
22222222,3000849,3000843,
22222222,3000850,3000843,
22222226,3000851,3000851,3002499
22222226,3000852,3000851,
22222226,3000853,3000851,
22222226,3000854,3000851,
22222232,3000855,3000855,3000799
22222232,3000856,3000855,
22222232,3000857,3000855,
22222232,3000858,3000855,
22222232,3000859,3000855,
22222244,3000860,3000860,3000661
22222244,3000861,3000860,
22222244,3000862,3000860,
22222244,3000863,3000860,
22222248,3000864,3000864,3000687
22222248,3000865,3000864,
22222248,3000866,3000864,
22222248,3000867,3000864,
22222248,3000868,3000864,
22222248,3000869,3000864,
22222248,3000870,3000864,
22222248,3000871,3000864,
22222249,3000872,3000872,3000687
22222249,3000873,3000872,
22222249,3000874,3000872,
22222263,3000875,3000875,3000092
22222263,3000876,3000875,
22222263,3000877,3000875,
22222263,3000878,3000875,
22222263,3000879,3000875,
22222280,3000880,3000880,3000110
22222280,3000881,3000880,
22222280,3000882,3000880,
22222280,3000883,3000880,
22222280,3000884,3000880,
22222280,3000885,3000880,
22222280,3000886,3000880,
22222286,3000887,3000887,3000098
22222286,3000888,3000887,
22222286,3000889,3000887,
22222286,3000890,3000887,
22222286,3000891,3000887,
22222286,3000892,3000887,
22222286,3000893,3000887,
22222287,3000894,3000894,3000098
22222287,3000895,3000894,
22222287,3000896,3000894,
22222287,3000897,3000894,
22222287,3000898,3000894,
22222304,3000899,3000899,3000075
22222304,3000900,3000899,
22222304,3000901,3000899,
22222304,3000902,3000899,
22222316,3000903,3000903,3002643
22222316,3000904,3000903,
22222317,3000905,3000113,
22222317,3000906,3000113,
22222317,3000907,3000113,
22222318,3000908,3000908,3002643
22222318,3000909,3000908,
22222318,3000910,3000908,
22222318,3000911,3000908,
22222318,3000912,3000908,
22222318,3000913,3000908,
22222322,3000914,3000914,3000114
22222322,3000915,3000914,
22222322,3000916,3000914,
22222322,3000917,3000914,
22222328,3000918,3000918,3002450
22222328,3000919,3000918,
22222328,3000920,3000918,
22222328,3000921,3000918,
22222329,3000922,3000115,
22222329,3000923,3000115,
22222329,3000924,3000115,
22222329,3000925,3000115,
22222329,3000926,3000115,
22222329,3000927,3000115,
22222334,3000928,3000928,3000684
22222334,3000929,3000928,
22222334,3000930,3000928,
22222341,3000931,3000931,3000099
22222341,3000932,3000931,
22222341,3000933,3000931,
22222341,3000934,3000931,
22222341,3000935,3000931,
22222341,3000936,3000931,
22222341,3000937,3000931,
22222341,3000938,3000931,
22222342,3000939,3000939,3000099
22222342,3000940,3000939,
22222342,3000941,3000939,
22222352,3000942,3000942,3002466
22222352,3000943,3000942,
22222352,3000944,3000942,
22222352,3000945,3000942,
22222352,3000946,3000942,
22222353,3000947,3000947,3002466
22222353,3000948,3000947,
22222353,3000949,3000947,
22222354,3000950,3000950,3002466
22222354,3000951,3000950,
22222354,3000952,3000950,
22222354,3000953,3000950,
22222354,3000954,3000950,
22222354,3000955,3000950,
22222354,3000956,3000950,
22222354,3000957,3000950,
22222376,3000958,3000118,
22222376,3000959,3000118,
22222377,3000960,3000119,
22222377,3000961,3000119,
22222378,3000962,3000121,
22222378,3000963,3000121,
22222378,3000964,3000121,
22222378,3000965,3000121,
22222378,3000966,3000121,
22222378,3000967,3000121,
22222382,3000968,3000968,3000100
22222382,3000969,3000968,
22222382,3000970,3000968,
22222382,3000971,3000968,
22222382,3000972,3000968,
22222382,3000973,3000968,
22222382,3000974,3000968,
22222382,3000975,3000968,
22222406,3000976,3000111,
22222406,3000977,3000111,
22222406,3000978,3000111,
22222408,3000979,3000979,3000887
22222408,3000980,3000979,
22222408,3000981,3000979,
22222408,3000982,3000979,
22222437,3000983,3000983,3000880
22222437,3000984,3000983,
22222437,3000985,3000983,
22222437,3000986,3000983,
22222454,3000987,3000123,
22222454,3000988,3000123,
22222454,3000989,3000123,
22222455,3000990,3000125,
22222455,3000991,3000125,
22222455,3000992,3000125,
22222455,3000993,3000125,
22222460,3000994,3000994,3001094
22222460,3000995,3000994,
22222460,3000996,3000994,
22222460,3000997,3000994,
22222460,3000998,3000994,
22222460,3000999,3000994,
22222460,3001000,3000994,
22222460,3001001,3000994,
22222490,3001002,3001002,3002393
22222490,3001003,3001002,
22222490,3001004,3001002,
22222503,3001005,3001005,3000126
22222503,3001006,3001005,
22222503,3001007,3001005,
22222503,3001008,3001005,
22222503,3001009,3001005,
22222504,3001010,3001010,3000126
22222504,3001011,3001010,
22222504,3001012,3001010,
22222504,3001013,3001010,
22222504,3001014,3001010,
22222515,3001015,3000127,
22222515,3001016,3000127,
22222515,3001017,3000127,
22222516,3001018,3001018,3000749
22222516,3001019,3001018,
22222516,3001020,3001018,
22222516,3001021,3001018,
22222516,3001022,3001018,
22222516,3001023,3001018,
22222516,3001024,3001018,
22222516,3001025,3001018,
22222516,3001026,3001018,
22222538,3001027,3000128,
22222538,3001028,3000128,
22222538,3001029,3000128,
22222538,3001030,3000128,
22222545,3001031,3001031,3000661
22222545,3001032,3001031,
22222545,3001033,3001031,
22222545,3001034,3001031,
22222580,3001035,3001035,3000131
22222580,3001036,3001035,
22222580,3001037,3001035,
22222580,3001038,3001035,
22222580,3001039,3001035,
22222580,3001040,3001035,
22222581,3001041,3000129,
22222581,3001042,3000129,
22222581,3001043,3000129,
22222582,3001044,3000132,
22222582,3001045,3000132,
22222582,3001046,3000132,
22222582,3001047,3000132,
22222582,3001048,3000132,
22222582,3001049,3000132,
22222611,3001050,3001050,3000776
22222611,3001051,3001050,
22222611,3001052,3001050,
22222611,3001053,3001050,
22222712,3001054,3000116,
22222712,3001055,3000116,
22222712,3001056,3000116,
22222725,3001057,3001057,3001342
22222725,3001058,3001057,
22222725,3001059,3001057,
22222725,3001060,3001057,
22222726,3001061,3001061,3001342
22222726,3001062,3001061,
22222726,3001063,3001061,
22222736,3001064,3001064,3001857
22222736,3001065,3001064,
22222736,3001066,3001064,
22222736,3001067,3001064,
22222737,3001068,3001068,3001857
22222737,3001069,3001068,
22222737,3001070,3001068,
22222737,3001071,3001068,
22222737,3001072,3001068,
22222737,3001073,3001068,
22222737,3001074,3001068,
22222737,3001075,3001068,
22222737,3001076,3001068,
22222737,3001077,3001068,
22222737,3001078,3001068,
22222738,3001079,3000126,
22222738,3001080,3000126,
22222738,3001081,3000126,
22222738,3001082,3000126,
22222738,3001083,3000126,
22222738,3001084,3000126,
22222738,3001085,3000126,
22222738,3001086,3000126,
22222738,3001087,3000126,
22222738,3001088,3000126,
22222739,3001089,3001089,3001857
22222739,3001090,3001089,
22222739,3001091,3001089,
22222739,3001092,3001089,
22222739,3001093,3001089,
22222740,3001094,3001094,3001857
22222740,3001095,3001094,
22222740,3001096,3001094,
22222740,3001097,3001094,
22222740,3001098,3001094,
22222740,3001099,3001094,
22222740,3001100,3001094,
22222740,3001101,3001094,
22222740,3001102,3001094,
22222741,3001103,3001103,3001857
22222741,3001104,3001103,
22222741,3001105,3001103,
22222741,3001106,3001103,
22222741,3001107,3001103,
22222741,3001108,3001103,
22222741,3001109,3001103,
22222741,3001110,3001103,
22222741,3001111,3001103,
22222741,3001112,3001103,
22222741,3001113,3001103,
22222754,3001114,3001114,3000118
22222754,3001115,3001114,
22222754,3001116,3001114,
22222754,3001117,3001114,
22222762,3001118,3001118,3000119
22222762,3001119,3001118,
22222762,3001120,3001118,
22222762,3001121,3001118,
22222762,3001122,3001118,
22222762,3001123,3001118,
22222762,3001124,3001118,
22222789,3001125,3001125,3000716
22222789,3001126,3001125,
22222789,3001127,3001125,
22222789,3001128,3001125,
22222803,3001129,3001129,3000352
22222803,3001130,3001129,
22222803,3001131,3001129,
22222803,3001132,3001129,
22222803,3001133,3001129,
22222807,3001134,3001134,3000482
22222807,3001135,3001134,
22222807,3001136,3001134,
22222807,3001137,3001134,
22222807,3001138,3001134,
22222807,3001139,3001134,
22222807,3001140,3001134,
22222807,3001141,3001134,
22222807,3001142,3001134,
22222808,3001143,3001143,3000482
22222808,3001144,3001143,
22222808,3001145,3001143,
22222822,3001146,3000136,
22222822,3001147,3000136,
22222822,3001148,3000136,
22222822,3001149,3000136,
22222823,3001150,3001150,3000033
22222823,3001151,3001150,
22222823,3001152,3001150,
22222823,3001153,3001150,
22222823,3001154,3001150,
22222824,3001155,3000034,
22222824,3001156,3000034,
22222824,3001157,3000034,
22222824,3001158,3000034,
22222824,3001159,3000034,
22222825,3001160,3001160,3001956
22222825,3001161,3001160,
22222825,3001162,3001160,
22222825,3001163,3001160,
22222825,3001164,3001160,
22222826,3001165,3000139,
22222827,3001166,3001166,3001956
22222827,3001167,3001166,
22222837,3001168,3001168,3000015
22222837,3001169,3001168,
22222839,3001170,3000146,
22222839,3001171,3000146,
22222843,3001172,3000008,
22222843,3001173,3000008,
22222846,3001174,3001174,3000136
22222846,3001175,3001174,
22222846,3001176,3001174,
22222850,3001177,3001177,3000146
22222850,3001178,3001177,
22222850,3001179,3001177,
22222850,3001180,3001177,
22222850,3001181,3001177,
22222850,3001182,3001177,
22222852,3001183,3000147,
22222852,3001184,3000147,
22222852,3001185,3000147,
22222852,3001186,3000147,
22222853,3001187,3001187,3001166
22222853,3001188,3001187,
22222853,3001189,3001187,
22222861,3001190,3001190,3000140
22222861,3001191,3001190,
22222861,3001192,3001190,
22222861,3001193,3001190,
22222862,3001194,3001194,3000140
22222863,3001195,3001195,3000140
22222863,3001196,3001195,
22222863,3001197,3001195,
22222863,3001198,3001195,
22222863,3001199,3001195,
22222863,3001200,3001195,
22222864,3001201,3000013,
22222864,3001202,3000013,
22222864,3001203,3000013,
22222864,3001204,3000013,
22222865,3001205,3000144,
22222865,3001206,3000144,
22222865,3001207,3000144,
22222865,3001208,3000144,
22222865,3001209,3000144,
22222866,3001210,3000151,
22222867,3001211,3001211,3001190
22222867,3001212,3001211,
22222867,3001213,3001211,
22222868,3001214,3000153,
22222868,3001215,3000153,
22222877,3001216,3000154,
22222877,3001217,3000154,
22222877,3001218,3000154,
22222877,3001219,3000154,
22222877,3001220,3000154,
22222882,3001221,3000021,
22222882,3001222,3000021,
22222882,3001223,3000021,
22222882,3001224,3000021,
22222882,3001225,3000021,
22222882,3001226,3000021,
22222882,3001227,3000021,
22222883,3001228,3001228,3000020
22222883,3001229,3001228,
22222883,3001230,3001228,
22222883,3001231,3001228,
22222883,3001232,3001228,
22222883,3001233,3001228,
22222883,3001234,3001228,
22222883,3001235,3001228,
22222884,3001236,3000143,
22222884,3001237,3000143,
22222884,3001238,3000143,
22222884,3001239,3000143,
22222884,3001240,3000143,
22222884,3001241,3000143,
22222884,3001242,3000143,
22222884,3001243,3000143,
22222884,3001244,3000143,
22222893,3001245,3000156,
22222893,3001246,3000156,
22222893,3001247,3000156,
22222893,3001248,3000156,
22222893,3001249,3000156,
22222894,3001250,3000158,
22222894,3001251,3000158,
22222894,3001252,3000158,
22222894,3001253,3000158,
22222897,3001254,3000012,
22222898,3001255,3001255,3000013
22222898,3001256,3001255,
22222898,3001257,3001255,
22222898,3001258,3001255,
22222898,3001259,3001255,
22222898,3001260,3001255,
22222898,3001261,3001255,
22222898,3001262,3001255,
22222898,3001263,3001255,
22222898,3001264,3001255,
22222899,3001265,3001265,3000013
22222899,3001266,3001265,
22222899,3001267,3001265,
22222899,3001268,3001265,
22222900,3001269,3001269,3000016
22222900,3001270,3001269,
22222900,3001271,3001269,
22222915,3001272,3001272,3000044
22222915,3001273,3001272,
22222915,3001274,3001272,
22222915,3001275,3001272,
22222915,3001276,3001272,
22222916,3001277,3001277,3000044
22222916,3001278,3001277,
22222916,3001279,3001277,
22222917,3001280,3000162,
22222917,3001281,3000162,
22222917,3001282,3000162,
22222921,3001283,3000004,
22222921,3001284,3000004,
22222921,3001285,3000004,
22222921,3001286,3000004,
22222921,3001287,3000004,
22222922,3001288,3000164,
22222923,3001289,3000005,
22222923,3001290,3000005,
22222923,3001291,3000005,
22222923,3001292,3000005,
22222924,3001293,3001293,3000026
22222924,3001294,3001293,
22222924,3001295,3001293,
22222924,3001296,3001293,
22222925,3001297,3001297,3000026
22222925,3001298,3001297,
22222925,3001299,3001297,
22222925,3001300,3001297,
22222925,3001301,3001297,
22222926,3001302,3001302,3000026
22222926,3001303,3001302,
22222926,3001304,3001302,
22222926,3001305,3001302,
22222926,3001306,3001302,
22222926,3001307,3001302,
22222927,3001308,3001308,3000390
22222927,3001309,3001308,
22222927,3001310,3001308,
22222927,3001311,3001308,
22222927,3001312,3001308,
22222936,3001313,3000167,
22222936,3001314,3000167,
22222936,3001315,3000167,
22222936,3001316,3000167,
22222936,3001317,3000167,
22222937,3001318,3000070,
22222937,3001319,3000070,
22222937,3001320,3000070,
22222938,3001321,3000168,
22222938,3001322,3000168,
22222939,3001323,3001323,3002061
22222939,3001324,3001323,
22222939,3001325,3001323,
22222939,3001326,3001323,
22222939,3001327,3001323,
22222939,3001328,3001323,
22222939,3001329,3001323,
22222945,3001330,3001330,3001255
22222945,3001331,3001330,
22222946,3001332,3001332,3001255
22222946,3001333,3001332,
22222946,3001334,3001332,
22222946,3001335,3001332,
22222946,3001336,3001332,
22222946,3001337,3001332,
22222946,3001338,3001332,
22222946,3001339,3001332,
22222947,3001340,3000170,
22222947,3001341,3000170,
22222951,3001342,3001342,3001272
22222951,3001343,3001342,
22222951,3001344,3001342,
22222956,3001345,3000039,
22222956,3001346,3000039,
22222956,3001347,3000039,
22222956,3001348,3000039,
22222956,3001349,3000039,
22222956,3001350,3000039,
22222956,3001351,3000039,
22222956,3001352,3000039,
22222957,3001353,3000025,
22222957,3001354,3000025,
22222960,3001355,3000046,
22222960,3001356,3000046,
22222960,3001357,3000046,
22222960,3001358,3000046,
22222961,3001359,3000085,
22222961,3001360,3000085,
22222961,3001361,3000085,
22222961,3001362,3000085,
22222961,3001363,3000085,
22222962,3001364,3000138,
22222962,3001365,3000138,
22222962,3001366,3000138,
22222962,3001367,3000138,
22222962,3001368,3000138,
22222962,3001369,3000138,
22222962,3001370,3000138,
22222962,3001371,3000138,
22222964,3001372,3001372,3000003
22222964,3001373,3001372,
22222964,3001374,3001372,
22222964,3001375,3001372,
22222969,3001376,3000171,
22222969,3001377,3000171,
22222969,3001378,3000171,
22222970,3001379,3001379,3000168
22222970,3001380,3001379,
22222970,3001381,3001379,
22222971,3001382,3000172,
22222971,3001383,3000172,
22222975,3001384,3001384,3000167
22222975,3001385,3001384,
22222975,3001386,3001384,
22222975,3001387,3001384,
22222975,3001388,3001384,
22222976,3001389,3000161,
22222976,3001390,3000161,
22222976,3001391,3000161,
22222976,3001392,3000161,
22222976,3001393,3000161,
22222977,3001394,3000017,
22222977,3001395,3000017,
22222981,3001396,3000174,
22222982,3001397,3000176,
22222982,3001398,3000176,
22222982,3001399,3000176,
22222982,3001400,3000176,
22222982,3001401,3000176,
22222982,3001402,3000176,
22222982,3001403,3000176,
22222983,3001404,3000178,
22222983,3001405,3000178,
22222983,3001406,3000178,
22222987,3001407,3000027,
22222987,3001408,3000027,
22222987,3001409,3000027,
22222987,3001410,3000027,
22222987,3001411,3000027,
22222989,3001412,3001412,3000054
22222989,3001413,3001412,
22222989,3001414,3001412,
22222989,3001415,3001412,
22222990,3001416,3001416,3000012
22222990,3001417,3001416,
22222990,3001418,3001416,
22222990,3001419,3001416,
22222990,3001420,3001416,
22222990,3001421,3001416,
22222990,3001422,3001416,
22222990,3001423,3001416,
22222991,3001424,3000180,
22222991,3001425,3000180,
22222992,3001426,3000181,
22222992,3001427,3000181,
22222993,3001428,3000182,
22222994,3001429,3000183,
22222994,3001430,3000183,
22222994,3001431,3000183,
22222995,3001432,3001432,3000039
22222995,3001433,3001432,
22222995,3001434,3001432,
22222995,3001435,3001432,
22222995,3001436,3001432,
22222995,3001437,3001432,
22222995,3001438,3001432,
22222996,3001439,3000185,
22222996,3001440,3000185,
22222996,3001441,3000185,
22222996,3001442,3000185,
22222997,3001443,3000072,
22222997,3001444,3000072,
22222997,3001445,3000072,
22222998,3001446,3000187,
22222998,3001447,3000187,
22222999,3001448,3001448,3001297
22222999,3001449,3001448,
22222999,3001450,3001448,
22222999,3001451,3001448,
22222999,3001452,3001448,
22222999,3001453,3001448,
22222999,3001454,3001448,
22223000,3001455,3001455,3001297
22223000,3001456,3001455,
22223000,3001457,3001455,
22223000,3001458,3001455,
22223000,3001459,3001455,
22223001,3001460,3001460,3001297
22223001,3001461,3001460,
22223001,3001462,3001460,
22223001,3001463,3001460,
22223001,3001464,3001460,
22223001,3001465,3001460,
22223002,3001466,3001466,3000161
22223002,3001467,3001466,
22223002,3001468,3001466,
22223002,3001469,3001466,
22223002,3001470,3001466,
22223002,3001471,3001466,
22223002,3001472,3001466,
22223002,3001473,3001466,
22223002,3001474,3001466,
22223008,3001475,3000192,
22223008,3001476,3000192,
22223008,3001477,3000192,
22223009,3001478,3001478,3000407
22223009,3001479,3001478,
22223009,3001480,3001478,
22223009,3001481,3001478,
22223009,3001482,3001478,
22223009,3001483,3001478,
22223009,3001484,3001478,
22223009,3001485,3001478,
22223009,3001486,3001478,
22223010,3001487,3001487,3000407
22223010,3001488,3001487,
22223010,3001489,3001487,
22223010,3001490,3001487,
22223010,3001491,3001487,
22223019,3001492,3000177,
22223019,3001493,3000177,
22223021,3001494,3001494,3000017
22223021,3001495,3001494,
22223021,3001496,3001494,
22223021,3001497,3001494,
22223021,3001498,3001494,
22223021,3001499,3001494,
22223021,3001500,3001494,
22223038,3001501,3001501,3001478
22223038,3001502,3001501,
22223038,3001503,3001501,
22223038,3001504,3001501,
22223038,3001505,3001501,
22223038,3001506,3001501,
22223039,3001507,3001507,3001478
22223039,3001508,3001507,
22223039,3001509,3001507,
22223039,3001510,3001507,
22223039,3001511,3001507,
22223039,3001512,3001507,
22223039,3001513,3001507,
22223039,3001514,3001507,
22223039,3001515,3001507,
22223053,3001516,3001516,3000192
22223053,3001517,3001516,
22223053,3001518,3001516,
22223053,3001519,3001516,
22223053,3001520,3001516,
22223053,3001521,3001516,
22223055,3001522,3001522,3000192
22223055,3001523,3001522,
22223055,3001524,3001522,
22223055,3001525,3001522,
22223055,3001526,3001522,
22223055,3001527,3001522,
22223055,3001528,3001522,
22223056,3001529,3001529,3000570
22223056,3001530,3001529,
22223056,3001531,3001529,
22223056,3001532,3001529,
22223056,3001533,3001529,
22223056,3001534,3001529,
22223056,3001535,3001529,
22223057,3001536,3000198,
22223058,3001537,3000057,
22223058,3001538,3000057,
22223058,3001539,3000057,
22223058,3001540,3000057,
22223061,3001541,3000101,
22223062,3001542,3000186,
22223062,3001543,3000186,
22223062,3001544,3000186,
22223062,3001545,3000186,
22223062,3001546,3000186,
22223062,3001547,3000186,
22223062,3001548,3000186,
22223063,3001549,3001549,3000072
22223063,3001550,3001549,
22223063,3001551,3001549,
22223063,3001552,3001549,
22223063,3001553,3001549,
22223063,3001554,3001549,
22223063,3001555,3001549,
22223063,3001556,3001549,
22223064,3001557,3001557,3000072
22223064,3001558,3001557,
22223064,3001559,3001557,
