SU_ID,source,alter,UniqueID1,ParentUniqueID1
22222503,2,2,3001030,3001026
22222504,0,0,3001031,3001031
22222504,1,1,3000126,3001031
22222504,1,2,3001032,3001031
22222504,1,3,3001033,3001031
22222504,2,1,3001034,3001031
22222504,2,2,3001035,3001031
22222515,0,0,3000127,3000127
22222515,1,1,3001036,3000127
22222515,1,2,3001037,3000127
22222515,2,1,3001038,3000127
22222516,0,0,3001039,3001039
22222516,1,1,3001040,3001039
22222516,1,2,3001041,3001039
22222516,1,3,3001042,3001039
22222516,1,4,3001043,3001039
22222516,2,1,3001044,3001039
22222516,2,2,3001045,3001039
22222516,2,3,3001046,3001039
22222516,2,4,3001047,3001039
22222538,0,0,3000128,3000128
22222538,1,1,3001048,3000128
22222538,1,2,3001049,3000128
22222538,1,3,3001050,3000128
22222538,2,1,3001051,3000128
22222545,0,0,3001052,3001052
22222545,1,1,3001053,3001052
22222545,2,1,3001054,3001052
22222545,2,2,3001055,3001052
22222580,0,0,3001056,3001056
22222580,1,1,3001057,3001056
22222580,1,2,3001058,3001056
22222580,2,1,3001059,3001056
22222580,2,2,3001060,3001056
22222580,2,3,3001061,3001056
22222581,0,0,3000129,3000129
22222581,1,1,3001062,3000129
22222581,1,2,3000130,3000129
22222581,1,3,3001063,3000129
22222581,2,1,3000131,3000129
22222581,2,2,3001064,3000129
22222582,0,0,3000132,3000132
22222582,1,1,3000131,3000132
22222582,1,2,3001065,3000132
22222582,1,3,3001066,3000132
22222582,2,1,3001067,3000132
22222582,2,2,3001068,3000132
22222582,2,3,3001069,3000132
22222582,2,4,3001070,3000132
22222611,0,0,3001071,3001071
22222611,1,1,3001072,3001071
22222611,1,2,3001073,3001071
22222611,1,3,3001074,3001071
22222712,0,0,3000116,3000116
22222712,1,1,3001075,3000116
22222712,1,2,3001076,3000116
22222712,2,1,3001077,3000116
22222725,0,0,3001078,3001078
22222725,1,1,3001079,3001078
22222725,1,2,3001080,3001078
22222725,1,3,3000133,3001078
22222725,2,1,3000133,3001078
22222725,2,2,3001081,3001078
22222726,0,0,3001082,3001082
22222726,1,1,3001083,3001082
22222726,2,1,3001084,3001082
22222736,0,0,3001085,3001085
22222736,1,1,3001086,3001085
22222736,1,2,3001087,3001085
22222736,2,1,3001088,3001085
22222737,0,0,3001089,3001089
22222737,1,1,3001090,3001089
22222737,1,2,3001091,3001089
22222737,1,3,3001092,3001089
22222737,1,4,3001093,3001089
22222737,1,5,3001094,3001089
22222737,2,1,3001095,3001089
22222737,2,2,3001096,3001089
22222737,2,3,3001097,3001089
22222737,2,4,3001098,3001089
22222737,2,5,3001099,3001089
22222738,0,0,3000126,3000126
22222738,1,1,3001100,3000126
22222738,1,2,3001101,3000126
22222738,1,3,3001102,3000126
22222738,1,4,3001103,3000126
22222738,1,5,3001104,3000126
22222738,2,1,3001105,3000126
22222738,2,2,3001106,3000126
22222738,2,3,3001107,3000126
22222738,2,4,3001108,3000126
22222738,2,5,3001109,3000126
22222739,0,0,3001110,3001110
22222739,1,1,3000134,3001110
22222739,1,2,3001111,3001110
22222739,1,3,3001112,3001110
22222739,1,4,3001113,3001110
22222739,2,1,3000134,3001110
22222739,2,2,3001114,3001110
22222740,0,0,3001115,3001115
22222740,1,1,3001116,3001115
22222740,1,2,3001117,3001115
22222740,1,3,3001118,3001115
22222740,2,1,3001119,3001115
22222740,2,2,3001120,3001115
22222740,2,3,3001121,3001115
22222740,2,4,3001122,3001115
22222740,2,5,3001123,3001115
22222741,0,0,3001124,3001124
22222741,1,1,3001125,3001124
22222741,1,2,3001126,3001124
22222741,1,3,3001127,3001124
22222741,1,4,3001128,3001124
22222741,1,5,3001129,3001124
22222741,2,1,3001130,3001124
22222741,2,2,3001131,3001124
22222741,2,3,3001132,3001124
22222741,2,4,3001133,3001124
22222741,2,6,3001134,3001124
22222754,0,0,3001135,3001135
22222754,1,1,3001136,3001135
22222754,1,2,3001137,3001135
22222754,2,1,3001138,3001135
22222762,0,0,3001139,3001139
22222762,1,1,3001140,3001139
22222762,1,2,3001141,3001139
22222762,1,3,3001142,3001139
22222762,1,4,3001143,3001139
22222762,1,5,3001144,3001139
22222762,2,1,3001145,3001139
22222789,0,0,3001146,3001146
22222789,1,1,3001147,3001146
22222789,1,2,3001148,3001146
22222789,2,1,3001149,3001146
22222803,0,0,3001150,3001150
22222803,1,1,3001151,3001150
22222803,1,2,3000135,3001150
22222803,2,1,3001152,3001150
22222803,2,2,3001153,3001150
22222803,2,3,3001154,3001150
22222807,0,0,3001155,3001155
22222807,1,1,3001156,3001155
22222807,1,2,3001157,3001155
22222807,1,3,3001158,3001155
22222807,1,4,3001159,3001155
22222807,2,1,3001160,3001155
22222807,2,2,3001161,3001155
22222807,2,3,3001162,3001155
22222807,2,4,3001163,3001155
22222808,0,0,3001164,3001164
22222808,1,1,3001165,3001164
22222808,2,1,3001166,3001164
22222822,0,0,3000136,3000136
22222822,1,1,3000137,3000136
22222822,1,2,3000098,3000136
22222822,1,3,3001167,3000136
22222822,2,1,3000137,3000136
22222822,2,2,3001168,3000136
22222822,2,3,3001169,3000136
22222822,2,4,3001170,3000136
22222823,0,0,3001171,3001171
22222823,1,1,3001172,3001171
22222823,1,2,3001173,3001171
22222823,1,3,3001174,3001171
22222823,1,4,3000035,3001171
22222823,2,1,3001175,3001171
22222824,0,0,3000034,3000034
22222824,1,1,3001176,3000034
22222824,1,2,3001177,3000034
22222824,1,3,3000033,3000034
22222824,1,4,3001178,3000034
22222824,2,1,3001179,3000034
22222824,2,2,3001180,3000034
22222825,0,0,3001181,3001181
22222825,1,1,3000138,3001181
22222825,1,2,3001182,3001181
22222825,1,3,3001183,3001181
22222825,2,1,3001184,3001181
22222825,2,2,3001185,3001181
22222826,0,0,3000139,3000139
22222826,1,1,3000140,3000139
22222826,1,2,3000141,3000139
22222826,2,1,3001186,3000139
22222827,0,0,3001187,3001187
22222827,1,1,3001188,3001187
22222827,2,1,3000142,3001187
22222837,0,0,3001189,3001189
22222837,1,1,3000015,3001189
22222837,1,2,3000143,3001189
22222837,2,1,3001190,3001189
22222838,0,0,3000016,3000016
22222838,1,1,3000144,3000016
22222838,1,2,3000145,3000016
22222838,2,1,3000145,3000016
22222839,0,0,3000146,3000146
22222839,1,1,3000015,3000146
22222839,1,2,3001191,3000146
22222839,2,1,3001192,3000146
22222843,0,0,3000008,3000008
22222843,1,1,3001193,3000008
22222843,1,2,3001194,3000008
22222843,1,3,3000068,3000008
22222843,2,1,3000007,3000008
22222846,0,0,3001195,3001195
22222846,1,1,3000136,3001195
22222846,2,1,3001196,3001195
22222846,2,2,3001197,3001195
22222850,0,0,3001198,3001198
22222850,1,1,3001199,3001198
22222850,1,2,3001200,3001198
22222850,1,3,3001201,3001198
22222850,1,4,3000146,3001198
22222850,1,5,3001202,3001198
22222850,2,1,3001203,3001198
22222852,0,0,3000147,3000147
22222852,1,1,3001204,3000147
22222852,1,2,3001205,3000147
22222852,1,3,3001206,3000147
22222852,2,1,3001207,3000147
22222853,0,0,3001208,3001208
22222853,1,1,3001209,3001208
22222853,1,2,3001210,3001208
22222853,1,3,3000147,3001208
22222853,2,1,3000147,3001208
22222861,0,0,3001211,3001211
22222861,1,1,3000148,3001211
22222861,1,2,3001212,3001211
22222861,2,1,3000141,3001211
22222861,2,2,3001213,3001211
22222861,2,3,3000148,3001211
22222861,2,4,3001214,3001211
22222862,0,0,3001215,3001215
22222862,1,1,3000128,3001215
22222862,2,1,3000128,3001215
22222863,0,0,3001216,3001216
22222863,2,1,3001217,3001216
22222863,2,2,3001218,3001216
22222863,2,3,3001219,3001216
22222863,2,4,3001220,3001216
22222863,2,5,3001221,3001216
22222864,0,0,3000013,3000013
22222864,1,1,3000012,3000013
22222864,1,2,3000149,3000013
22222864,2,1,3000012,3000013
22222864,2,2,3001222,3000013
22222864,2,3,3001223,3000013
22222864,2,4,3001224,3000013
22222864,2,5,3001225,3000013
22222865,0,0,3000144,3000144
22222865,1,1,3000150,3000144
22222865,1,2,3001226,3000144
22222865,1,3,3001227,3000144
22222865,1,4,3001228,3000144
22222865,1,5,3001229,3000144
22222865,2,1,3001230,3000144
22222866,0,0,3000151,3000151
22222866,1,1,3000152,3000151
22222866,2,1,3001231,3000151
22222867,0,0,3001232,3001232
22222867,1,1,3001233,3001232
22222867,1,2,3001234,3001232
22222867,2,1,3000153,3001232
22222868,0,0,3000153,3000153
22222868,1,1,3001235,3000153
22222868,2,1,3001236,3000153
22222877,0,0,3000154,3000154
22222877,1,1,3000058,3000154
22222877,1,2,3000155,3000154
22222877,2,1,3001237,3000154
22222877,2,2,3001238,3000154
22222877,2,3,3001239,3000154
22222877,2,4,3001240,3000154
22222877,2,5,3001241,3000154
22222879,0,0,3000155,3000155
22222879,2,1,3000154,3000155
22222882,0,0,3000021,3000021
22222882,1,1,3000020,3000021
22222882,1,2,3001242,3000021
22222882,1,3,3001243,3000021
22222882,1,4,3001244,3000021
22222882,1,5,3001245,3000021
22222882,2,1,3000020,3000021
22222882,2,2,3001246,3000021
22222882,2,3,3001247,3000021
22222882,2,4,3001248,3000021
22222883,0,0,3001249,3001249
22222883,1,1,3000020,3001249
22222883,1,2,3001250,3001249
22222883,1,3,3001251,3001249
22222883,2,1,3001252,3001249
22222883,2,2,3001253,3001249
22222883,2,3,3001254,3001249
22222883,2,4,3001255,3001249
22222883,2,5,3001256,3001249
22222884,0,0,3000143,3000143
22222884,1,1,3001257,3000143
22222884,1,2,3001258,3000143
22222884,1,3,3001259,3000143
22222884,1,4,3001260,3000143
22222884,1,5,3001261,3000143
22222884,2,1,3001262,3000143
22222884,2,2,3001263,3000143
22222884,2,3,3001264,3000143
22222884,2,4,3001265,3000143
22222893,0,0,3000156,3000156
22222893,1,1,3001266,3000156
22222893,1,2,3001267,3000156
22222893,1,3,3000157,3000156
22222893,1,4,3001268,3000156
22222893,1,5,3001269,3000156
22222893,2,1,3001270,3000156
22222894,0,0,3000158,3000158
22222894,1,1,3000159,3000158
22222894,1,2,3001271,3000158
22222894,2,1,3001272,3000158
22222894,2,2,3001273,3000158
22222894,2,3,3001274,3000158
22222897,0,0,3000012,3000012
22222897,1,1,3000013,3000012
22222897,1,2,3001275,3000012
22222897,2,1,3000013,3000012
22222898,0,0,3001276,3001276
22222898,1,1,3001277,3001276
22222898,1,2,3001278,3001276
22222898,1,3,3001279,3001276
22222898,1,4,3001280,3001276
22222898,2,1,3001281,3001276
22222898,2,2,3001282,3001276
22222898,2,3,3001283,3001276
22222898,2,4,3001284,3001276
22222898,2,5,3001285,3001276
22222899,0,0,3001286,3001286
22222899,1,1,3000160,3001286
22222899,1,2,3001287,3001286
22222899,1,3,3001288,3001286
22222899,2,1,3000160,3001286
22222899,2,2,3001289,3001286
22222900,0,0,3001290,3001290
22222900,1,1,3000161,3001290
22222900,1,2,3000105,3001290
22222900,2,1,3001291,3001290
22222900,2,2,3001292,3001290
22222915,0,0,3001293,3001293
22222915,1,1,3000044,3001293
22222915,1,2,3001294,3001293
22222915,1,3,3001295,3001293
22222915,1,4,3001296,3001293
22222915,2,1,3001297,3001293
22222916,0,0,3001298,3001298
22222916,1,1,3001299,3001298
22222916,1,2,3001300,3001298
22222916,2,1,3000044,3001298
22222917,0,0,3000162,3000162
22222917,1,1,3001301,3000162
22222917,1,2,3001302,3000162
22222917,2,1,3001303,3000162
22222921,0,0,3000004,3000004
22222921,1,1,3000163,3000004
22222921,1,2,3000002,3000004
22222921,1,3,3001304,3000004
22222921,2,1,3001305,3000004
22222921,2,2,3001306,3000004
22222921,2,3,3001307,3000004
22222921,2,4,3001308,3000004
22222922,0,0,3000164,3000164
22222922,1,1,3001309,3000164
22222922,2,1,3000005,3000164
22222922,2,2,3000165,3000164
22222923,0,0,3000005,3000005
22222923,1,1,3001310,3000005
22222923,1,2,3000166,3000005
22222923,1,3,3001311,3000005
22222923,2,1,3001312,3000005
22222923,2,2,3001313,3000005
22222923,2,3,3001314,3000005
22222924,0,0,3001315,3001315
22222924,1,1,3001316,3001315
22222924,1,2,3001317,3001315
22222924,2,1,3001318,3001315
22222925,0,0,3001319,3001319
22222925,1,1,3001320,3001319
22222925,2,1,3001321,3001319
22222925,2,2,3001322,3001319
22222925,2,3,3001323,3001319
22222926,0,0,3001324,3001324
22222926,1,1,3000026,3001324
22222926,1,2,3001325,3001324
22222926,2,1,3001326,3001324
22222926,2,2,3001327,3001324
22222926,2,3,3001328,3001324
22222926,2,4,3001329,3001324
22222927,0,0,3001330,3001330
22222927,1,1,3001331,3001330
22222927,1,2,3001332,3001330
22222927,2,1,3001333,3001330
22222927,2,2,3001334,3001330
22222936,0,0,3000167,3000167
22222936,1,1,3001335,3000167
22222936,1,2,3001336,3000167
22222936,1,3,3001337,3000167
22222936,2,1,3001338,3000167
22222936,2,2,3001339,3000167
22222937,0,0,3000070,3000070
22222937,1,1,3001340,3000070
22222937,2,1,3001341,3000070
22222937,2,2,3001342,3000070
22222938,0,0,3000168,3000168
22222938,1,1,3001343,3000168
22222938,1,2,3000169,3000168
22222938,2,1,3001344,3000168
22222939,0,0,3001345,3001345
22222939,1,1,3001346,3001345
22222939,1,2,3001347,3001345
22222939,1,3,3001348,3001345
22222939,2,1,3001349,3001345
22222939,2,2,3001350,3001345
22222939,2,3,3001351,3001345
22222945,0,0,3001352,3001352
22222945,2,1,3001353,3001352
22222946,0,0,3001354,3001354
22222946,1,1,3001355,3001354
22222946,1,2,3000170,3001354
22222946,1,3,3001356,3001354
22222946,1,4,3001357,3001354
22222946,1,5,3001358,3001354
22222946,2,1,3001359,3001354
22222946,2,2,3001360,3001354
22222946,2,3,3001361,3001354
22222947,0,0,3000170,3000170
22222947,1,1,3001362,3000170
22222947,2,1,3001363,3000170
22222951,0,0,3001364,3001364
22222951,1,1,3001365,3001364
22222951,2,1,3001366,3001364
22222956,0,0,3000039,3000039
22222956,1,1,3001367,3000039
22222956,1,2,3001368,3000039
22222956,1,3,3001369,3000039
22222956,2,1,3001370,3000039
22222956,2,2,3001371,3000039
22222956,2,3,3001372,3000039
22222956,2,4,3001373,3000039
22222956,2,5,3001374,3000039
22222957,0,0,3000025,3000025
22222957,1,1,3000022,3000025
22222957,1,2,3001375,3000025
22222957,2,1,3000022,3000025
22222957,2,2,3001376,3000025
22222960,0,0,3000046,3000046
22222960,1,1,3001377,3000046
22222960,1,2,3000023,3000046
22222960,1,3,3001378,3000046
22222960,1,4,3001379,3000046
22222960,1,5,3000086,3000046
22222960,2,1,3001380,3000046
22222961,0,0,3000086,3000086
22222961,1,1,3001381,3000086
22222961,1,2,3001382,3000086
22222961,1,3,3001383,3000086
22222961,1,4,3001384,3000086
22222961,2,1,3001385,3000086
22222962,0,0,3000138,3000138
22222962,1,1,3001386,3000138
22222962,1,2,3001387,3000138
22222962,1,3,3001388,3000138
22222962,2,1,3001389,3000138
22222962,2,2,3001390,3000138
22222962,2,3,3001391,3000138
22222962,2,4,3001392,3000138
22222962,2,5,3001393,3000138
22222964,0,0,3001394,3001394
22222964,1,1,3001395,3001394
22222964,1,2,3001396,3001394
22222964,2,1,3001397,3001394
22222969,0,0,3000171,3000171
22222969,1,1,3001398,3000171
22222969,1,2,3001399,3000171
22222969,1,3,3000172,3000171
22222969,2,1,3001400,3000171
22222970,0,0,3001401,3001401
22222970,1,1,3000168,3001401
22222970,1,2,3001402,3001401
22222970,1,3,3001403,3001401
22222970,2,1,3000168,3001401
22222971,0,0,3000172,3000172
22222971,1,1,3001404,3000172
22222971,1,2,3000171,3000172
22222971,1,3,3000173,3000172
22222971,2,1,3001405,3000172
22222971,2,2,3000173,3000172
22222975,0,0,3001406,3001406
22222975,1,1,3001407,3001406
22222975,1,2,3000167,3001406
22222975,1,3,3001408,3001406
22222975,2,1,3001409,3001406
22222975,2,2,3001410,3001406
22222976,0,0,3000161,3000161
22222976,1,1,3000105,3000161
22222976,1,2,3001411,3000161
22222976,1,3,3001412,3000161
22222976,2,1,3001413,3000161
22222976,2,2,3001414,3000161
22222976,2,3,3001415,3000161
22222977,0,0,3000017,3000017
22222977,1,1,3000015,3000017
22222977,1,2,3000150,3000017
22222977,1,3,3001416,3000017
22222977,2,1,3001417,3000017
22222981,0,0,3000174,3000174
22222981,1,1,3000175,3000174
22222981,1,2,3001418,3000174
22222981,2,1,3000175,3000174
22222982,0,0,3000176,3000176
22222982,1,1,3001419,3000176
22222982,1,2,3001420,3000176
22222982,1,3,3000177,3000176
22222982,1,4,3001421,3000176
22222982,2,1,3001422,3000176
22222982,2,2,3001423,3000176
22222982,2,3,3001424,3000176
22222982,2,4,3001425,3000176
22222983,0,0,3000178,3000178
22222983,1,1,3000179,3000178
22222983,1,2,3001426,3000178
22222983,1,3,3001427,3000178
22222983,1,4,3001428,3000178
22222983,2,1,3000101,3000178
22222983,2,2,3000179,3000178
22222983,2,3,3000038,3000178
22222987,0,0,3000027,3000027
22222987,1,1,3001429,3000027
22222987,1,2,3001430,3000027
22222987,1,3,3001431,3000027
22222987,2,1,3001432,3000027
22222987,2,2,3001433,3000027
22222989,0,0,3001434,3001434
22222989,1,1,3001435,3001434
22222989,1,2,3001436,3001434
22222989,2,1,3001437,3001434
22222990,0,0,3001438,3001438
22222990,1,1,3001439,3001438
22222990,1,2,3001440,3001438
22222990,1,3,3001441,3001438
22222990,1,4,3001442,3001438
22222990,1,5,3001443,3001438
22222990,2,1,3001444,3001438
22222990,2,2,3001445,3001438
22222991,0,0,3000180,3000180
22222991,1,1,3001446,3000180
22222991,1,2,3001447,3000180
22222991,1,3,3000181,3000180
22222991,2,1,3000181,3000180
22222992,0,0,3000181,3000181
22222992,1,1,3001448,3000181
22222992,1,2,3001449,3000181
22222992,2,1,3000180,3000181
22222993,0,0,3000182,3000182
22222993,1,1,3000039,3000182
22222993,1,2,3000183,3000182
22222993,1,3,3001450,3000182
22222993,2,1,3000039,3000182
22222994,0,0,3000183,3000183
22222994,1,1,3000182,3000183
22222994,1,2,3001451,3000183
22222994,1,3,3001452,3000183
22222994,2,1,3001453,3000183
22222995,0,0,3001454,3001454
22222995,1,1,3000039,3001454
22222995,1,2,3001455,3001454
22222995,1,3,3001456,3001454
22222995,1,4,3000184,3001454
22222995,2,1,3001457,3001454
22222995,2,2,3000038,3001454
22222995,2,3,3001458,3001454
22222995,2,4,3001459,3001454
22222995,2,5,3001460,3001454
22222996,0,0,3000185,3000185
22222996,1,1,3001461,3000185
22222996,1,2,3001462,3000185
22222996,1,3,3001463,3000185
22222996,2,1,3001464,3000185
22222997,0,0,3000072,3000072
22222997,1,1,3001465,3000072
22222997,1,2,3000186,3000072
22222997,1,3,3001466,3000072
22222997,1,4,3001467,3000072
22222997,2,1,3000186,3000072
22222998,0,0,3000187,3000187
22222998,1,1,3000006,3000187
22222998,1,2,3001468,3000187
22222998,1,3,3001469,3000187
22222998,2,1,3000006,3000187
22222998,2,2,3000188,3000187
22222998,2,3,3000189,3000187
22222999,0,0,3001470,3001470
22222999,1,1,3001471,3001470
22222999,1,2,3000190,3001470
22222999,1,3,3001472,3001470
22222999,2,1,3001473,3001470
22222999,2,2,3001474,3001470
22222999,2,3,3001475,3001470
22222999,2,4,3001476,3001470
22223000,0,0,3001477,3001477
22223000,1,1,3001478,3001477
22223000,1,2,3001479,3001477
22223000,1,3,3001480,3001477
22223000,2,1,3001481,3001477
22223001,0,0,3001482,3001482
22223001,1,1,3000191,3001482
22223001,1,2,3001483,3001482
22223001,1,3,3001484,3001482
22223001,1,4,3001485,3001482
22223001,1,5,3001486,3001482
22223001,2,1,3001487,3001482
22223001,2,2,3000191,3001482
22223002,0,0,3001488,3001488
22223002,1,1,3001489,3001488
22223002,1,2,3001490,3001488
22223002,1,3,3001491,3001488
22223002,1,4,3001492,3001488
22223002,1,5,3001493,3001488
22223002,2,1,3001494,3001488
22223002,2,2,3001495,3001488
22223002,2,3,3001496,3001488
22223008,0,0,3000192,3000192
22223008,1,1,3001497,3000192
22223008,1,2,3000193,3000192
22223008,2,1,3000166,3000192
22223008,2,2,3001498,3000192
22223008,2,3,3001499,3000192
22223009,0,0,3001500,3001500
22223009,1,1,3001501,3001500
22223009,1,2,3001502,3001500
22223009,1,3,3001503,3001500
22223009,2,1,3001504,3001500
22223009,2,2,3001505,3001500
22223009,2,3,3001506,3001500
22223009,2,4,3001507,3001500
22223009,2,5,3001508,3001500
22223010,0,0,3001509,3001509
22223010,1,1,3001510,3001509
22223010,1,2,3001511,3001509
22223010,1,3,3000194,3001509
22223010,2,1,3001512,3001509
22223010,2,2,3001513,3001509
22223010,2,3,3000195,3001509
22223019,0,0,3000177,3000177
22223019,1,1,3000176,3000177
22223019,1,2,3001514,3000177
22223019,2,1,3001515,3000177
22223021,0,0,3001516,3001516
22223021,1,1,3001517,3001516
22223021,1,2,3001518,3001516
22223021,2,1,3001519,3001516
22223021,2,2,3001520,3001516
22223021,2,3,3001521,3001516
22223021,2,4,3001522,3001516
22223038,0,0,3001523,3001523
22223038,1,1,3001524,3001523
22223038,1,2,3001525,3001523
22223038,2,1,3001526,3001523
22223038,2,2,3001527,3001523
22223038,2,3,3001528,3001523
22223039,0,0,3001529,3001529
22223039,1,1,3001530,3001529
22223039,1,2,3001531,3001529
22223039,1,3,3001532,3001529
22223039,2,1,3001533,3001529
22223039,2,2,3001534,3001529
22223039,2,3,3001535,3001529
22223039,2,4,3001536,3001529
22223039,2,5,3001537,3001529
22223053,0,0,3001538,3001538
22223053,1,1,3001539,3001538
22223053,1,2,3001540,3001538
22223053,1,3,3001541,3001538
22223053,2,1,3001542,3001538
22223053,2,2,3001543,3001538
22223055,0,0,3001544,3001544
22223055,1,1,3001545,3001544
22223055,1,2,3001546,3001544
22223055,2,1,3001547,3001544
22223055,2,2,3001548,3001544
22223055,2,3,3001549,3001544
22223055,2,4,3001550,3001544
22223056,0,0,3001551,3001551
22223056,1,1,3001552,3001551
22223056,1,2,3000056,3001551
22223056,1,3,3000196,3001551
22223056,1,4,3000197,3001551
22223056,2,1,3001553,3001551
22223056,2,2,3001554,3001551
22223056,2,3,3001555,3001551
22223056,2,4,3001556,3001551
22223056,2,5,3001557,3001551
22223057,0,0,3000198,3000198
22223057,1,1,3001558,3000198
22223058,0,0,3000057,3000057
22223058,1,1,3001559,3000057
22223058,1,2,3001560,3000057
22223058,1,3,3001561,3000057
22223058,2,1,3001562,3000057
22223060,0,0,3000059,3000059
22223060,1,1,3000199,3000059
22223060,2,1,3000058,3000059
22223061,0,0,3000102,3000102
22223061,2,1,3001563,3000102
22223062,0,0,3000186,3000186
22223062,1,1,3001564,3000186
22223062,1,2,3000200,3000186
22223062,1,3,3001565,3000186
22223062,1,4,3001566,3000186
22223062,1,5,3001567,3000186
22223062,2,1,3000200,3000186
22223062,2,2,3000072,3000186
22223062,2,3,3001568,3000186
22223062,2,4,3001569,3000186
22223062,2,5,3001570,3000186
22223063,0,0,3001571,3001571
22223063,1,1,3000008,3001571
22223063,1,2,3001572,3001571
22223063,1,3,3001573,3001571
22223063,1,4,3001574,3001571
22223063,1,5,3001575,3001571
22223063,2,1,3000008,3001571
22223063,2,2,3001576,3001571
22223063,2,3,3001577,3001571
22223063,2,4,3001578,3001571
22223064,0,0,3001579,3001579
22223064,1,1,3001580,3001579
22223064,1,2,3001581,3001579
22223064,1,3,3001582,3001579
22223064,2,1,3001583,3001579
22223064,2,2,3001584,3001579
22223064,2,3,3001585,3001579
22223064,2,4,3001586,3001579
22223064,2,5,3001587,3001579
22223067,0,0,3001588,3001588
22223067,1,1,3001589,3001588
22223067,1,2,3000201,3001588
22223067,2,1,3001590,3001588
22223071,0,0,3000202,3000202
22223071,1,1,3001591,3000202
22223071,1,2,3000203,3000202
22223071,1,3,3001592,3000202
22223071,2,1,3000203,3000202
22223071,2,2,3001593,3000202
22223071,2,3,3001594,3000202
22223071,2,4,3001595,3000202
22223071,2,5,3001596,3000202
22223072,0,0,3001597,3001597
22223072,1,1,3000203,3001597
22223072,1,2,3001598,3001597
22223072,1,3,3001599,3001597
22223072,1,4,3001600,3001597
22223072,2,1,3001601,3001597
22223072,2,2,3001602,3001597
22223072,2,3,3001603,3001597
22223072,2,4,3001604,3001597
22223072,2,5,3001605,3001597
22223073,0,0,3001606,3001606
22223073,1,1,3001607,3001606
22223073,1,2,3001608,3001606
22223073,1,3,3001609,3001606
22223073,2,1,3001610,3001606
22223073,2,2,3001611,3001606
22223073,2,3,3001612,3001606
22223074,0,0,3001613,3001613
22223074,1,1,3001614,3001613
22223074,1,2,3001615,3001613
22223074,2,1,3001616,3001613
22223080,0,0,3000204,3000204
22223080,1,1,3000205,3000204
22223080,1,2,3000206,3000204
22223080,1,3,3000207,3000204
22223080,2,1,3001617,3000204
22223080,2,6,3001618,3000204
22223081,0,0,3000207,3000207
22223081,1,1,3000205,3000207
22223081,1,2,3000206,3000207
22223081,1,3,3000204,3000207
22223081,2,1,3001619,3000207
22223081,2,2,3001620,3000207
22223081,2,3,3001621,3000207
22223081,2,4,3001622,3000207
22223087,0,0,3001623,3001623
22223087,1,1,3001624,3001623
22223087,1,2,3001625,3001623
22223087,2,1,3001626,3001623
22223087,2,2,3001627,3001623
22223087,2,3,3001628,3001623
22223092,0,0,3000208,3000208
22223092,1,1,3001629,3000208
22223092,1,2,3001630,3000208
22223092,2,1,3001631,3000208
22223092,2,2,3001632,3000208
22223092,2,3,3001633,3000208
22223094,0,0,3001634,3001634
22223094,2,1,3001635,3001634
22223094,2,2,3001636,3001634
22223094,2,3,3001637,3001634
22223094,2,4,3001638,3001634
22223094,2,5,3001639,3001634
22223095,0,0,3001640,3001640
22223095,1,1,3001641,3001640
22223095,1,2,3001642,3001640
22223095,2,1,3001643,3001640
22223095,2,2,3001644,3001640
22223095,2,3,3001645,3001640
22223097,0,0,3001646,3001646
22223097,1,1,3001647,3001646
22223097,1,2,3001648,3001646
22223097,2,1,3000209,3001646
22223097,2,2,3001649,3001646
22223097,2,3,3001650,3001646
22223098,0,0,3001651,3001651
22223098,1,1,3001652,3001651
22223098,2,1,3001653,3001651
22223101,0,0,3000189,3000189
22223101,1,1,3000210,3000189
22223101,1,2,3001654,3000189
22223101,1,3,3001655,3000189
22223101,2,1,3001656,3000189
22223101,2,2,3001657,3000189
22223101,2,3,3000210,3000189
22223104,0,0,3001658,3001658
22223104,1,1,3001659,3001658
22223104,1,2,3001660,3001658
22223104,2,1,3001661,3001658
22223104,2,2,3001662,3001658
22223105,0,0,3000211,3000211
22223105,1,1,3001663,3000211
22223105,1,2,3001664,3000211
22223105,1,3,3001665,3000211
22223110,0,0,3001666,3001666
22223110,1,1,3001667,3001666
22223110,1,2,3001668,3001666
22223110,2,1,3001669,3001666
22223116,0,0,3001670,3001670
22223116,1,1,3001671,3001670
22223116,1,2,3001672,3001670
22223116,2,1,3001673,3001670
22223116,2,2,3001674,3001670
22223116,2,3,3001675,3001670
22223116,2,4,3001676,3001670
22223117,0,0,3001677,3001677
22223117,1,1,3001678,3001677
22223117,1,2,3001679,3001677
22223117,2,1,3001680,3001677
22223117,2,2,3001681,3001677
22223117,2,3,3001682,3001677
22223117,2,4,3001683,3001677
22223117,2,5,3001684,3001677
22223122,0,0,3000212,3000212
22223122,1,1,3001685,3000212
22223122,1,2,3000213,3000212
22223122,1,3,3001686,3000212
22223124,0,0,3000203,3000203
22223124,1,1,3001687,3000203
22223124,1,2,3001688,3000203
22223124,1,3,3000202,3000203
22223124,2,1,3000202,3000203
22223125,0,0,3001689,3001689
22223125,1,1,3001690,3001689
22223125,1,2,3001691,3001689
22223125,1,3,3001692,3001689
22223125,2,1,3001693,3001689
22223125,2,2,3001694,3001689
22223125,2,3,3001695,3001689
22223125,2,4,3001696,3001689
22223125,2,5,3001697,3001689
22223128,0,0,3000214,3000214
22223128,2,1,3001698,3000214
