SU_ID,source,alter,UniqueID1,ParentUniqueID1
22223129,0,0,3001699,3001699
22223129,1,1,3001700,3001699
22223129,1,2,3001701,3001699
22223129,2,1,3001702,3001699
22223129,2,2,3001703,3001699
22223129,2,3,3001704,3001699
22223129,2,4,3001705,3001699
22223129,2,5,3001706,3001699
22223130,0,0,3001707,3001707
22223130,1,1,3000214,3001707
22223130,1,2,3001708,3001707
22223130,1,3,3001709,3001707
22223130,2,1,3001710,3001707
22223130,2,2,3001711,3001707
22223131,0,0,3001712,3001712
22223131,1,1,3001713,3001712
22223131,1,2,3000215,3001712
22223131,2,1,3000215,3001712
22223131,2,2,3000216,3001712
22223131,2,3,3001714,3001712
22223131,2,4,3000166,3001712
22223131,2,5,3001715,3001712
22223146,0,0,3001716,3001716
22223146,1,1,3001717,3001716
22223146,1,2,3001718,3001716
22223146,2,1,3001719,3001716
22223146,2,2,3001720,3001716
22223146,2,3,3001721,3001716
22223146,2,4,3001722,3001716
22223146,2,5,3001723,3001716
22223149,0,0,3000217,3000217
22223149,1,1,3001724,3000217
22223149,1,2,3001725,3000217
22223149,2,1,3001726,3000217
22223149,2,2,3001727,3000217
22223149,2,3,3001728,3000217
22223149,2,4,3001729,3000217
22223158,0,0,3001730,3001730
22223158,1,1,3000218,3001730
22223158,1,2,3001731,3001730
22223158,1,3,3001732,3001730
22223158,1,4,3001733,3001730
22223158,1,5,3001734,3001730
22223158,2,1,3000218,3001730
22223158,2,2,3001735,3001730
22223160,0,0,3000219,3000219
22223160,1,1,3001736,3000219
22223160,1,2,3001737,3000219
22223160,1,3,3000220,3000219
22223160,2,1,3000220,3000219
22223162,0,0,3000221,3000221
22223162,1,1,3000222,3000221
22223163,0,0,3001738,3001738
22223163,1,1,3001739,3001738
22223163,1,2,3000223,3001738
22223163,1,3,3001740,3001738
22223163,2,1,3001741,3001738
22223167,0,0,3001742,3001742
22223167,1,1,3000174,3001742
22223167,1,2,3001743,3001742
22223167,1,3,3001744,3001742
22223167,2,1,3001745,3001742
22223174,0,0,3000159,3000159
22223174,1,1,3001746,3000159
22223174,1,2,3001747,3000159
22223174,1,3,3001748,3000159
22223174,2,1,3000158,3000159
22223174,2,2,3001749,3000159
22223174,2,3,3001750,3000159
22223175,0,0,3000028,3000028
22223175,1,1,3000224,3000028
22223175,1,2,3001751,3000028
22223175,2,1,3000224,3000028
22223184,0,0,3001752,3001752
22223184,1,1,3001753,3001752
22223184,1,2,3001754,3001752
22223184,2,1,3001755,3001752
22223184,2,2,3001756,3001752
22223184,2,3,3001757,3001752
22223184,2,4,3001758,3001752
22223184,2,5,3001759,3001752
22223185,0,0,3001760,3001760
22223185,1,1,3001761,3001760
22223185,1,2,3001762,3001760
22223185,2,1,3001763,3001760
22223185,2,2,3001764,3001760
22223185,2,3,3001765,3001760
22223185,2,4,3001766,3001760
22223193,0,0,3000220,3000220
22223193,1,1,3000219,3000220
22223193,1,2,3001767,3000220
22223193,1,3,3001768,3000220
22223193,2,1,3000219,3000220
22223194,0,0,3000201,3000201
22223194,2,1,3001769,3000201
22223194,2,2,3001770,3000201
22223194,2,3,3001771,3000201
22223194,2,4,3001772,3000201
22223194,2,5,3001773,3000201
22223196,0,0,3001774,3001774
22223196,1,1,3000225,3001774
22223196,1,2,3001775,3001774
22223196,1,3,3001776,3001774
22223196,2,1,3001777,3001774
22223196,2,2,3001778,3001774
22223200,0,0,3000199,3000199
22223200,1,1,3000226,3000199
22223200,1,2,3001779,3000199
22223200,1,3,3001780,3000199
22223200,2,1,3000226,3000199
22223201,0,0,3001781,3001781
22223201,1,1,3001782,3001781
22223201,1,2,3001783,3001781
22223201,1,3,3001784,3001781
22223201,2,1,3001785,3001781
22223202,0,0,3001786,3001786
22223202,1,1,3001787,3001786
22223202,2,1,3001788,3001786
22223202,2,2,3001789,3001786
22223203,0,0,3001790,3001790
22223203,1,1,3001791,3001790
22223203,1,2,3001792,3001790
22223203,2,1,3001793,3001790
22223203,2,2,3001794,3001790
22223212,0,0,3001795,3001795
22223212,2,1,3001796,3001795
22223212,2,2,3001797,3001795
22223212,2,3,3001798,3001795
22223212,2,4,3001799,3001795
22223215,0,0,3001800,3001800
22223215,1,1,3001801,3001800
22223215,1,2,3001802,3001800
22223215,2,1,3001803,3001800
22223215,2,2,3001804,3001800
22223215,2,3,3001805,3001800
22223215,2,4,3001806,3001800
22223215,2,5,3001807,3001800
22223216,0,0,3001808,3001808
22223216,1,1,3001809,3001808
22223216,1,2,3001810,3001808
22223216,1,3,3001811,3001808
22223216,2,1,3001812,3001808
22223216,2,2,3001813,3001808
22223227,0,0,3001814,3001814
22223227,1,1,3001815,3001814
22223227,1,2,3001816,3001814
22223227,2,1,3000217,3001814
22223253,0,0,3001817,3001817
22223253,1,1,3001818,3001817
22223253,1,2,3001819,3001817
22223253,2,1,3001820,3001817
22223254,0,0,3000227,3000227
22223254,1,1,3001821,3000227
22223255,0,0,3001822,3001822
22223255,1,1,3001823,3001822
22223255,1,2,3001824,3001822
22223255,2,1,3000228,3001822
22223256,0,0,3000229,3000229
22223256,1,1,3001825,3000229
22223256,1,2,3000230,3000229
22223256,1,3,3000208,3000229
22223256,2,1,3001826,3000229
22223256,2,2,3001827,3000229
22223256,2,3,3001828,3000229
22223275,0,0,3001829,3001829
22223275,1,1,3001830,3001829
22223275,2,1,3001831,3001829
22223275,2,2,3001832,3001829
22223276,0,0,3001833,3001833
22223276,1,1,3001834,3001833
22223276,1,2,3001835,3001833
22223276,1,3,3001836,3001833
22223276,2,1,3001837,3001833
22223276,2,2,3001838,3001833
22223276,2,3,3001839,3001833
22223276,2,4,3001840,3001833
22223276,2,5,3001841,3001833
22223277,0,0,3001842,3001842
22223277,2,1,3001843,3001842
22223277,2,2,3001844,3001842
22223277,2,3,3001845,3001842
22223277,2,4,3001846,3001842
22223277,2,5,3001847,3001842
22223280,0,0,3000231,3000231
22223280,1,1,3001848,3000231
22223280,2,1,3000232,3000231
22223280,2,2,3001849,3000231
22223287,0,0,3001850,3001850
22223287,1,1,3000227,3001850
22223287,2,1,3001851,3001850
22223287,2,2,3001852,3001850
22223288,0,0,3001853,3001853
22223288,1,1,3000229,3001853
22223288,1,2,3000230,3001853
22223288,2,1,3001854,3001853
22223288,2,2,3001855,3001853
22223288,2,3,3001856,3001853
22223288,2,4,3001857,3001853
22223288,2,5,3001858,3001853
22223302,0,0,3001859,3001859
22223302,1,1,3000233,3001859
22223302,2,1,3001860,3001859
22223315,0,0,3001861,3001861
22223315,1,1,3001862,3001861
22223315,1,2,3000234,3001861
22223315,2,1,3000234,3001861
22223315,2,2,3001863,3001861
22223316,0,0,3001864,3001864
22223316,1,1,3001865,3001864
22223316,1,2,3001866,3001864
22223316,1,3,3001867,3001864
22223316,2,1,3001868,3001864
22223317,0,0,3001869,3001869
22223317,1,1,3000235,3001869
22223317,1,2,3001870,3001869
22223317,2,1,3001871,3001869
22223317,2,2,3001872,3001869
22223317,2,3,3001873,3001869
22223317,2,4,3001874,3001869
22223317,2,5,3001875,3001869
22223318,0,0,3001876,3001876
22223318,1,1,3001877,3001876
22223318,1,2,3001878,3001876
22223318,2,1,3001879,3001876
22223318,2,2,3001880,3001876
22223319,0,0,3001881,3001881
22223319,1,1,3001882,3001881
22223319,1,2,3001883,3001881
22223323,0,0,3001884,3001884
22223323,1,1,3001885,3001884
22223323,2,1,3001886,3001884
22223323,2,2,3001887,3001884
22223323,2,3,3001888,3001884
22223323,2,4,3001889,3001884
22223335,0,0,3001890,3001890
22223335,1,1,3001891,3001890
22223335,2,1,3001892,3001890
22223336,0,0,3000236,3000236
22223336,2,1,3001893,3000236
22223336,2,2,3001894,3000236
22223336,2,3,3001895,3000236
22223341,0,0,3001896,3001896
22223341,1,1,3001897,3001896
22223341,1,2,3001898,3001896
22223341,1,3,3001899,3001896
22223341,1,4,3001900,3001896
22223341,2,1,3001901,3001896
22223341,2,2,3001902,3001896
22223341,2,3,3001903,3001896
22223342,0,0,3001904,3001904
22223342,1,1,3001905,3001904
22223342,2,1,3001906,3001904
22223342,2,2,3001907,3001904
22223344,0,0,3000124,3000124
22223344,1,1,3001908,3000124
22223344,1,2,3001909,3000124
22223344,2,1,3000123,3000124
22223349,0,0,3001910,3001910
22223349,1,1,3001911,3001910
22223349,1,2,3001912,3001910
22223349,1,3,3001913,3001910
22223349,2,1,3001914,3001910
22223350,0,0,3000152,3000152
22223350,1,1,3000151,3000152
22223350,1,2,3001915,3000152
22223350,1,3,3001916,3000152
22223350,1,4,3000237,3000152
22223350,2,1,3001917,3000152
22223350,2,2,3001918,3000152
22223350,2,3,3001919,3000152
22223356,0,0,3000066,3000066
22223356,1,1,3001920,3000066
22223356,1,2,3000065,3000066
22223356,1,3,3000067,3000066
22223356,2,1,3000065,3000066
22223357,0,0,3001921,3001921
22223357,1,1,3001922,3001921
22223357,2,1,3001923,3001921
22223357,2,2,3001924,3001921
22223357,2,3,3001925,3001921
22223357,2,4,3001926,3001921
22223357,2,5,3000162,3001921
22223358,0,0,3000149,3000149
22223358,1,1,3001927,3000149
22223358,1,2,3001928,3000149
22223358,1,3,3001929,3000149
22223358,2,1,3001930,3000149
22223358,2,2,3001931,3000149
22223368,0,0,3001932,3001932
22223368,1,1,3001933,3001932
22223368,2,1,3001934,3001932
22223368,2,2,3001935,3001932
22223368,2,3,3001936,3001932
22223370,0,0,3001937,3001937
22223370,1,1,3001938,3001937
22223370,2,1,3001939,3001937
22223370,2,2,3001940,3001937
22223370,2,3,3001941,3001937
22223370,2,4,3001942,3001937
22223370,2,5,3001943,3001937
22223374,0,0,3001944,3001944
22223374,1,1,3001945,3001944
22223374,1,2,3001946,3001944
22223374,2,1,3001947,3001944
22223374,2,2,3001948,3001944
22223374,2,3,3001949,3001944
22223374,2,4,3001950,3001944
22223374,2,5,3001951,3001944
22223374,2,6,3001952,3001944
22223376,0,0,3001953,3001953
22223376,1,1,3001954,3001953
22223376,2,1,3001955,3001953
22223376,2,2,3001956,3001953
22223380,0,0,3001957,3001957
22223380,1,1,3001958,3001957
22223380,2,1,3001959,3001957
22223380,2,2,3001960,3001957
22223380,2,3,3000236,3001957
22223382,0,0,3001961,3001961
22223382,1,1,3001962,3001961
22223382,1,2,3001963,3001961
22223382,1,3,3000238,3001961
22223382,2,1,3000238,3001961
22223382,2,6,3001964,3001961
22223389,0,0,3001965,3001965
22223389,1,1,3001966,3001965
22223389,1,2,3001967,3001965
22223389,1,3,3001968,3001965
22223389,1,4,3001969,3001965
22223389,2,1,3001970,3001965
22223389,2,2,3001971,3001965
22223389,2,3,3001972,3001965
22223389,2,4,3001973,3001965
22223389,2,5,3001974,3001965
22223395,0,0,3001975,3001975
22223395,1,1,3000211,3001975
22223395,1,2,3001976,3001975
22223395,1,3,3001977,3001975
22223395,1,4,3001978,3001975
22223395,1,5,3001979,3001975
22223395,2,1,3000211,3001975
22223395,2,2,3001980,3001975
22223395,2,3,3001981,3001975
22223395,2,4,3001982,3001975
22223401,0,0,3001983,3001983
22223401,1,1,3001984,3001983
22223401,2,1,3001985,3001983
22223401,2,2,3001986,3001983
22223402,0,0,3001987,3001987
22223402,1,1,3001988,3001987
22223402,1,2,3000239,3001987
22223402,2,1,3000239,3001987
22223403,0,0,3000140,3000140
22223403,1,1,3000139,3000140
22223403,1,2,3001989,3000140
22223403,1,3,3000173,3000140
22223403,1,4,3001990,3000140
22223403,1,5,3000142,3000140
22223403,2,1,3000139,3000140
22223403,2,2,3001991,3000140
22223403,2,3,3001992,3000140
22223403,2,4,3000142,3000140
22223408,0,0,3001993,3001993
22223408,1,1,3001994,3001993
22223408,1,2,3001995,3001993
22223408,1,3,3001996,3001993
22223408,2,1,3001997,3001993
22223408,2,2,3001998,3001993
22223408,2,3,3001999,3001993
22223408,2,4,3002000,3001993
22223409,0,0,3000063,3000063
22223409,1,1,3002001,3000063
22223409,1,2,3002002,3000063
22223409,2,1,3002003,3000063
22223409,2,2,3002004,3000063
22223412,0,0,3002005,3002005
22223412,1,1,3000154,3002005
22223412,2,1,3002006,3002005
22223412,2,2,3002007,3002005
22223414,0,0,3002008,3002008
22223414,1,1,3002009,3002008
22223414,2,1,3002010,3002008
22223414,2,2,3002011,3002008
22223414,2,3,3002012,3002008
22223415,0,0,3002013,3002013
22223415,1,1,3002014,3002013
22223415,1,2,3002015,3002013
22223415,1,3,3002016,3002013
22223415,2,1,3002017,3002013
22223415,2,2,3002018,3002013
22223415,2,3,3002019,3002013
22223415,2,4,3002020,3002013
22223415,2,5,3002021,3002013
22223415,2,6,3002022,3002013
22223416,0,0,3002023,3002023
22223416,1,1,3002024,3002023
22223416,1,2,3002025,3002023
22223416,1,3,3002026,3002023
22223416,2,1,3002027,3002023
22223416,2,2,3002028,3002023
22223416,2,3,3002029,3002023
22223416,2,4,3002030,3002023
22223416,2,5,3002031,3002023
22223430,0,0,3002032,3002032
22223430,1,1,3000014,3002032
22223430,1,2,3002033,3002032
22223430,2,1,3002034,3002032
22223430,2,2,3002035,3002032
22223431,0,0,3002036,3002036
22223431,1,1,3002037,3002036
22223431,1,2,3002038,3002036
22223431,2,1,3002039,3002036
22223431,2,2,3002040,3002036
22223432,0,0,3000014,3000014
22223432,1,1,3002041,3000014
22223432,1,2,3002042,3000014
22223432,2,1,3002043,3000014
22223432,2,2,3002044,3000014
22223432,2,3,3002045,3000014
22223432,2,4,3002046,3000014
22223432,2,5,3002047,3000014
22223439,0,0,3002048,3002048
22223439,1,1,3000240,3002048
22223439,1,2,3000241,3002048
22223439,1,3,3002049,3002048
22223439,1,4,3002050,3002048
22223439,2,1,3000240,3002048
22223440,0,0,3002051,3002051
22223440,1,1,3002052,3002051
22223440,2,1,3002053,3002051
22223440,2,2,3002054,3002051
22223440,2,3,3002055,3002051
22223440,2,4,3002056,3002051
22223441,0,0,3002057,3002057
22223441,1,1,3002058,3002057
22223441,1,2,3002059,3002057
22223441,1,3,3002060,3002057
22223441,2,1,3002061,3002057
22223442,0,0,3000242,3000242
22223442,1,1,3002062,3000242
22223442,1,2,3002063,3000242
22223442,1,3,3000243,3000242
22223442,1,4,3002064,3000242
22223442,2,1,3000082,3000242
22223442,2,2,3002065,3000242
22223442,2,3,3002066,3000242
22223442,2,4,3002067,3000242
22223442,2,5,3002068,3000242
22223443,0,0,3000128,3000128
22223443,1,1,3002069,3000128
22223443,1,2,3000075,3000128
22223443,1,3,3002070,3000128
22223443,2,1,3000075,3000128
22223443,2,2,3002071,3000128
22223443,2,3,3002072,3000128
22223443,2,4,3002073,3000128
22223444,0,0,3002074,3002074
22223444,1,1,3000243,3002074
22223444,1,2,3000242,3002074
22223444,1,3,3002075,3002074
22223444,2,1,3000242,3002074
22223444,2,2,3002076,3002074
22223445,0,0,3002077,3002077
22223445,1,1,3000244,3002077
22223445,1,2,3000195,3002077
22223445,2,1,3002078,3002077
22223450,0,0,3002079,3002079
22223450,1,1,3002080,3002079
22223450,2,1,3002081,3002079
22223450,2,2,3002082,3002079
22223457,0,0,3000245,3000245
22223457,1,1,3000246,3000245
22223457,1,2,3000247,3000245
22223457,2,1,3002083,3000245
22223457,2,2,3002084,3000245
22223457,2,3,3002085,3000245
22223458,0,0,3000247,3000247
22223458,1,1,3000245,3000247
22223458,1,2,3000184,3000247
22223458,1,3,3002086,3000247
22223458,2,1,3002087,3000247
22223459,0,0,3002088,3002088
22223459,1,1,3002089,3002088
22223459,1,2,3000248,3002088
22223459,2,1,3000248,3002088
22223460,0,0,3002090,3002090
22223460,1,1,3002091,3002090
22223460,1,2,3002092,3002090
22223460,2,1,3002093,3002090
22223461,0,0,3002094,3002094
22223461,1,1,3002095,3002094
22223461,1,2,3002096,3002094
22223461,1,3,3002097,3002094
22223461,2,1,3002098,3002094
22223462,0,0,3002099,3002099
22223462,1,1,3000048,3002099
22223462,1,2,3000071,3002099
22223462,1,3,3002100,3002099
22223462,1,4,3002101,3002099
22223462,2,1,3002102,3002099
22223462,2,2,3002103,3002099
22223462,2,3,3002104,3002099
22223462,2,4,3000249,3002099
22223462,2,5,3002105,3002099
22223463,0,0,3000205,3000205
22223463,1,1,3000206,3000205
22223463,1,2,3000204,3000205
22223463,1,3,3000207,3000205
22223463,2,1,3002106,3000205
22223463,2,2,3002107,3000205
22223463,2,3,3002108,3000205
22223470,0,0,3000169,3000169
22223470,2,1,3002109,3000169
22223471,0,0,3002110,3002110
22223471,1,1,3002111,3002110
22223471,1,2,3002112,3002110
22223471,2,1,3002113,3002110
22223471,2,2,3002114,3002110
22223471,2,3,3002115,3002110
22223471,2,4,3002116,3002110
22223471,2,5,3002117,3002110
22223473,0,0,3000031,3000031
22223473,1,1,3000032,3000031
22223473,1,2,3002118,3000031
22223473,1,3,3000030,3000031
22223473,1,4,3002119,3000031
22223473,2,1,3002120,3000031
22223475,0,0,3002121,3002121
22223475,1,1,3002122,3002121
22223475,1,2,3002123,3002121
22223475,1,3,3002124,3002121
22223475,2,1,3002125,3002121
22223475,2,2,3002126,3002121
22223475,2,3,3002127,3002121
22223475,2,4,3002128,3002121
22223475,2,5,3002129,3002121
22223477,0,0,3000003,3000003
22223477,1,1,3000002,3000003
22223477,1,2,3000250,3000003
22223477,1,3,3000251,3000003
22223477,2,1,3000127,3000003
22223477,2,2,3002130,3000003
22223478,0,0,3000240,3000240
22223478,1,1,3000252,3000240
22223478,1,2,3002131,3000240
22223478,1,3,3002132,3000240
22223478,2,1,3000252,3000240
22223484,0,0,3000253,3000253
22223484,1,1,3000254,3000253
22223484,1,2,3000255,3000253
22223484,2,1,3002133,3000253
22223484,2,2,3002134,3000253
22223484,2,3,3002135,3000253
22223486,0,0,3000254,3000254
22223486,1,1,3000253,3000254
22223486,1,2,3000255,3000254
22223486,1,3,3002136,3000254
22223486,1,4,3002137,3000254
22223486,2,1,3002138,3000254
22223491,0,0,3002139,3002139
22223491,1,1,3002140,3002139
22223491,1,2,3002141,3002139
22223491,2,1,3002142,3002139
22223491,2,2,3002143,3002139
22223491,2,3,3002144,3002139
22223507,0,0,3002145,3002145
22223507,1,1,3002146,3002145
22223507,1,2,3000086,3002145
22223507,2,1,3002147,3002145
22223508,0,0,3000190,3000190
22223508,1,1,3002148,3000190
22223508,2,1,3002149,3000190
22223510,0,0,3002150,3002150
22223510,1,1,3002151,3002150
22223510,1,2,3002152,3002150
22223510,2,1,3002153,3002150
22223510,2,2,3002154,3002150
22223510,2,3,3002155,3002150
22223510,2,4,3002156,3002150
22223510,2,5,3002157,3002150
22223511,0,0,3002158,3002158
22223511,1,1,3000182,3002158
22223511,2,1,3002159,3002158
22223511,2,2,3002160,3002158
22223514,0,0,3002161,3002161
22223514,1,1,3002162,3002161
22223514,1,2,3000050,3002161
22223514,1,3,3002163,3002161
22223514,1,4,3002164,3002161
22223514,1,5,3002165,3002161
22223514,2,1,3000050,3002161
22223527,0,0,3002166,3002166
22223527,1,1,3002167,3002166
22223527,1,2,3000256,3002166
22223527,1,3,3002168,3002166
22223527,1,4,3002169,3002166
22223527,1,5,3002170,3002166
22223527,2,1,3002171,3002166
22223527,2,2,3002172,3002166
22223527,2,3,3000256,3002166
22223527,2,4,3002173,3002166
22223527,2,5,3002174,3002166
22223532,0,0,3002175,3002175
22223532,1,1,3002176,3002175
22223532,2,1,3002177,3002175
22223532,2,2,3002178,3002175
22223537,0,0,3002179,3002179
22223537,1,1,3002180,3002179
22223537,1,2,3000054,3002179
22223537,1,3,3002181,3002179
22223537,1,4,3002182,3002179
22223537,2,1,3002183,3002179
22223537,2,2,3002184,3002179
22223537,2,3,3002185,3002179
22223537,2,4,3002186,3002179
22223537,2,5,3002187,3002179
22223542,0,0,3002188,3002188
22223542,1,1,3002189,3002188
22223542,1,2,3002190,3002188
22223542,2,1,3002191,3002188
22223542,2,2,3002192,3002188
22223542,2,3,3002193,3002188
22223543,0,0,3002194,3002194
22223543,1,1,3002195,3002194
22223543,1,2,3000257,3002194
22223543,2,1,3000257,3002194
22223543,2,2,3002196,3002194
22223543,2,3,3002197,3002194
22223543,2,4,3002198,3002194
22223547,0,0,3002199,3002199
22223547,1,1,3002200,3002199
22223547,1,2,3002201,3002199
22223547,2,1,3002202,3002199
22223547,2,2,3002203,3002199
22223547,2,3,3002204,3002199
22223547,2,4,3002205,3002199
22223547,2,5,3000047,3002199
22223548,0,0,3002206,3002206
22223548,1,1,3002207,3002206
22223548,2,1,3002208,3002206
22223548,2,2,3002209,3002206
22223548,2,3,3002210,3002206
22223548,2,4,3002211,3002206
22223548,2,5,3002212,3002206
22223550,0,0,3000258,3000258
22223550,1,1,3000259,3000258
22223550,2,1,3000259,3000258
22223551,0,0,3000259,3000259
22223551,1,1,3000258,3000259
22223551,1,2,3002213,3000259
22223551,2,1,3000258,3000259
22223552,0,0,3000210,3000210
22223552,1,1,3002214,3000210
22223552,1,2,3000260,3000210
22223552,2,1,3000260,3000210
22223553,0,0,3000042,3000042
22223553,1,1,3000041,3000042
22223553,1,2,3000261,3000042
22223553,1,3,3002215,3000042
22223553,1,4,3000043,3000042
22223553,2,1,3000041,3000042
22223553,2,2,3002216,3000042
22223553,2,3,3002217,3000042
22223553,2,4,3002218,3000042
22223553,2,5,3002219,3000042
22223554,0,0,3002220,3002220
22223554,2,1,3002221,3002220
22223554,2,2,3002222,3002220
22223554,2,3,3002223,3002220
22223554,2,4,3002224,3002220
22223554,2,5,3002225,3002220
22223555,0,0,3000261,3000261
22223555,1,1,3000042,3000261
22223555,2,1,3002226,3000261
22223565,0,0,3000194,3000194
22223565,1,1,3002227,3000194
22223565,1,2,3002228,3000194
22223565,1,3,3002229,3000194
22223565,1,4,3002230,3000194
22223565,1,5,3002231,3000194
22223565,2,1,3002232,3000194
22223565,2,2,3002233,3000194
22223577,0,0,3000141,3000141
22223577,1,1,3002234,3000141
22223577,1,2,3002235,3000141
22223577,1,3,3002236,3000141
22223577,2,1,3002237,3000141
22223577,2,2,3002238,3000141
22223578,0,0,3000262,3000262
22223578,1,1,3000263,3000262
22223578,1,2,3002239,3000262
22223578,2,1,3002240,3000262
22223579,0,0,3002241,3002241
22223579,1,1,3002242,3002241
22223579,1,2,3002243,3002241
22223579,2,1,3002244,3002241
22223579,2,2,3002245,3002241
22223579,2,3,3002246,3002241
22223579,2,4,3002247,3002241
22223586,0,0,3002248,3002248
22223586,1,1,3002249,3002248
22223586,1,2,3002250,3002248
22223586,1,3,3002251,3002248
22223586,1,4,3002252,3002248
22223586,1,5,3002253,3002248
22223586,2,1,3002254,3002248
22223586,2,2,3002255,3002248
22223586,2,3,3002256,3002248
22223586,2,4,3002257,3002248
22223586,2,5,3002258,3002248
22223589,0,0,3000251,3000251
22223589,1,1,3000233,3000251
22223589,2,1,3000233,3000251
22223590,0,0,3002259,3002259
22223590,1,1,3002260,3002259
22223590,1,2,3002261,3002259
22223590,2,1,3002262,3002259
22223590,2,2,3002263,3002259
22223591,0,0,3000188,3000188
22223591,1,1,3000187,3000188
22223591,1,2,3002264,3000188
22223591,1,3,3000006,3000188
22223591,2,1,3002265,3000188
22223591,2,2,3002266,3000188
22223592,0,0,3002267,3002267
22223592,1,1,3002268,3002267
22223592,1,2,3002269,3002267
22223592,2,1,3002270,3002267
22223599,0,0,3002271,3002271
22223599,1,1,3002272,3002271
22223599,1,2,3002273,3002271
22223599,1,3,3002274,3002271
22223599,2,1,3002275,3002271
22223599,2,2,3002276,3002271
22223599,2,6,3002277,3002271
22223601,0,0,3000165,3000165
22223601,1,1,3002278,3000165
22223601,1,2,3002279,3000165
22223601,1,3,3000251,3000165
22223601,2,1,3000164,3000165
22223601,2,2,3002280,3000165
22223601,2,3,3002281,3000165
22223602,0,0,3000233,3000233
22223602,1,1,3000223,3000233
22223602,1,2,3002282,3000233
22223602,1,3,3002283,3000233
22223602,2,1,3002284,3000233
22223602,2,2,3000264,3000233
22223602,2,3,3002285,3000233
22223603,0,0,3000265,3000265
22223603,1,1,3002286,3000265
22223603,1,2,3002287,3000265
22223603,2,1,3002288,3000265
22223603,2,2,3002289,3000265
22223604,0,0,3002290,3002290
22223604,1,1,3002291,3002290
22223604,2,1,3002292,3002290
22223604,2,2,3002293,3002290
22223604,2,6,3002294,3002290
22223605,0,0,3000266,3000266
22223605,1,1,3002295,3000266
22223605,1,2,3002296,3000266
22223605,1,3,3002297,3000266
22223605,2,1,3002298,3000266
22223605,2,2,3002299,3000266
22223606,0,0,3002300,3002300
22223606,1,1,3000267,3002300
22223606,1,2,3000268,3002300
22223606,1,3,3002301,3002300
22223606,1,4,3002302,3002300
22223606,1,5,3000193,3002300
22223606,2,1,3000267,3002300
22223606,2,2,3000268,3002300
22223614,0,0,3000263,3000263
22223614,1,1,3002303,3000263
22223614,1,2,3002304,3000263
22223614,2,1,3002305,3000263
22223615,0,0,3000269,3000269
22223615,1,1,3000232,3000269
22223615,1,2,3000270,3000269
22223615,1,3,3000262,3000269
22223615,2,1,3002306,3000269
22223615,2,2,3002307,3000269
22223615,2,3,3002308,3000269
22223616,0,0,3002309,3002309
22223616,1,1,3000025,3002309
22223616,1,2,3002310,3002309
22223616,1,3,3000271,3002309
22223616,2,1,3002311,3002309
22223616,2,2,3000271,3002309
22223616,2,3,3002312,3002309
22223616,2,4,3002313,3002309
22223616,2,5,3002314,3002309
22223628,0,0,3002315,3002315
22223628,1,1,3002316,3002315
22223628,1,2,3002317,3002315
22223628,1,3,3002318,3002315
22223628,1,4,3000259,3002315
22223628,2,1,3002319,3002315
22223628,2,2,3002320,3002315
22223628,2,3,3002321,3002315
22223628,2,4,3002322,3002315
22223629,0,0,3000228,3000228
22223629,1,1,3002323,3000228
22223629,1,2,3000272,3000228
22223629,2,1,3002324,3000228
22223629,2,2,3000272,3000228
22223630,0,0,3000273,3000273
22223630,1,1,3002325,3000273
22223630,2,1,3002326,3000273
22223630,2,2,3002327,3000273
22223630,2,3,3002328,3000273
22223631,0,0,3000274,3000274
22223631,1,1,3002329,3000274
22223631,1,2,3002330,3000274
22223631,2,1,3002331,3000274
22223631,2,2,3002332,3000274
22223633,0,0,3000232,3000232
22223633,1,1,3002333,3000232
22223633,1,2,3000270,3000232
22223633,1,3,3002334,3000232
22223633,1,4,3000269,3000232
22223633,2,1,3000274,3000232
22223633,2,2,3000231,3000232
22223633,2,3,3002335,3000232
22223633,2,4,3002336,3000232
22223633,2,5,3002337,3000232
22223650,0,0,3002338,3002338
22223650,1,1,3002339,3002338
22223650,1,2,3002340,3002338
22223650,1,3,3002341,3002338
22223650,1,4,3002342,3002338
22223650,1,5,3002343,3002338
22223650,2,1,3002344,3002338
22223650,2,2,3002345,3002338
22223650,2,3,3002346,3002338
22223650,2,4,3002347,3002338
22223651,0,0,3002348,3002348
22223651,1,1,3002349,3002348
22223651,1,2,3002350,3002348
22223651,2,1,3002351,3002348
22223651,2,6,3002352,3002348
22223668,0,0,3002353,3002353
22223668,1,1,3002354,3002353
22223668,1,2,3002355,3002353
22223668,1,3,3002356,3002353
22223668,1,4,3002357,3002353
22223668,2,1,3002358,3002353
22223668,2,2,3002359,3002353
22223690,0,0,3000096,3000096
22223690,1,1,3002360,3000096
22223690,1,2,3002361,3000096
22223690,2,1,3002362,3000096
22223690,2,2,3002363,3000096
22223690,2,3,3002364,3000096
22223691,0,0,3002365,3002365
22223691,1,1,3002366,3002365
22223691,1,2,3000050,3002365
22223691,1,3,3000099,3002365
22223691,1,4,3002367,3002365
22223691,2,1,3002368,3002365
22223691,2,2,3000050,3002365
22223691,2,3,3000089,3002365
22223730,0,0,3002369,3002369
22223730,1,1,3002370,3002369
22223730,1,2,3002371,3002369
22223730,1,3,3002372,3002369
22223730,2,1,3002373,3002369
22223730,2,2,3002374,3002369
22223730,2,3,3002375,3002369
22223730,2,4,3002376,3002369
22223730,2,5,3002377,3002369
22223730,2,6,3002378,3002369
